Address,AreaName,bedrooms,bathrooms,sqft_living,sqft_lot,floors, price 
,,3,2.5,1460,1319,3,"$400,000.00 "
,,5,1.75,2460,16000,1,"$240,000.00 "
,,2,1,1000,5120,1,"$317,500.00 "
,,5,4,4420,36342,2,"$1,315,000.00 "
,,3,1,1240,239144,1,"$234,000.00 "
,,3,2.5,1740,13750,2,"$645,000.00 "
,,2,1,1280,4840,1,"$649,000.00 "
,,4,2.5,2520,3980,2,"$605,000.00 "
,,3,3.5,1500,1471,3,"$337,900.00 "
,,3,2.75,2490,3600,2,"$535,000.00 "
,,4,1,1530,5684,1,"$325,000.00 "
,,4,2.25,1740,10875,1,"$429,950.00 "
,,3,2.5,3550,32807,2,"$775,000.00 "
,,2,1,1280,6000,1,"$650,000.00 "
,,4,2.25,2320,13114,2,"$1,200,000.00 "
,,2,1,1140,10404,1,"$275,000.00 "
,,4,3.5,3930,16970,2,"$575,000.00 "
,,3,2.5,2370,16455,1,"$540,000.00 "
,,3,1.75,2340,4206,1,"$640,000.00 "
,,3,1.5,1240,9125,1,"$275,000.00 "
,,4,2.5,2740,10533,2,"$672,800.00 "
,,4,2.25,1940,9144,1,"$495,000.00 "
,,3,2.5,2950,35108,1.5,"$820,000.00 "
,,4,2.75,1980,11443,1,"$475,000.00 "
,,4,2,2850,7861,1,"$1,275,000.00 "
,,3,1,1160,9375,1,"$380,000.00 "
,,3,2,2130,8225,1,"$397,500.00 "
,,5,2.5,2420,8560,1,"$352,000.00 "
,,6,2.5,2820,8600,1,"$893,880.00 "
,,5,3.25,3710,34200,2,"$635,000.00 "
,,3,2.25,1770,8165,2,"$420,000.00 "
,,3,2,1260,2500,1,"$503,000.00 "
,,2,1.75,2330,10143,1,"$689,000.00 "
,,4,2.75,2490,3840,1.5,"$749,500.00 "
,,6,3.75,4090,49542,2,"$1,150,000.00 "
,,4,2.5,2800,12831,2,"$563,500.00 "
,,4,3,2440,9664,2,"$480,000.00 "
,,4,3,2540,8800,1,"$374,950.00 "
,,3,2.5,1600,6250,2,"$308,950.00 "
,,4,2.75,2680,16934,1,"$445,000.00 "
,,3,1.5,1220,9000,1,"$237,200.00 "
,,3,1.75,1550,7270,1.5,"$453,500.00 "
,,3,2,2080,4549,1,"$616,500.00 "
,,5,5,5000,32909,2,"$1,250,000.00 "
,,1,1,630,5150,1,"$396,000.00 "
,,3,1,1070,8179,1,"$210,000.00 "
,,2,1.75,1900,5175,1,"$539,000.00 "
,,3,2.5,2960,18600,2,"$605,000.00 "
,,3,2,1490,4800,2,"$437,500.00 "
,,3,1.5,1500,15000,1,"$215,000.00 "
,,4,2.5,2410,4780,2,"$440,000.00 "
,,3,1,2000,22500,1,"$525,000.00 "
,,3,1.5,1140,20383,1,"$319,900.00 "
,,3,1,1120,9075,1,"$335,000.00 "
,,3,2.25,2900,35273,2,"$485,000.00 "
,,4,2.25,3220,7700,2,"$359,999.00 "
,,5,2.75,2500,19783,1,"$799,000.00 "
,,3,2.25,1610,10454,1,"$280,000.00 "
,,4,2.75,2250,3433,1.5,"$1,050,000.00 "
,,1,2,1240,4800,2,"$290,000.00 "
,,2,2.25,1660,2748,2,"$235,000.00 "
,,3,1.75,2080,3000,1,"$495,000.00 "
,,3,2.25,1880,7488,2,"$290,000.00 "
,,4,1.5,1050,9516,1,"$230,000.00 "
,,3,1.75,1480,8475,1,"$234,000.00 "
,,4,2.5,2420,4500,2,"$597,400.00 "
,,4,2.5,2190,17600,1,"$370,000.00 "
,,4,2.5,2660,10452,2,"$755,000.00 "
,,3,2.5,2430,5715,2,"$342,000.00 "
,,2,1,770,3325,1,"$497,000.00 "
,,3,1,3060,30166,1,"$835,000.00 "
,,4,2.75,2920,4500,2,"$730,000.00 "
,,3,1,1370,5250,1,"$655,000.00 "
,,3,2.5,1870,3118,2,"$205,000.00 "
,,4,2,1800,4800,1.5,"$632,750.00 "
,,5,3,2100,7715,1,"$330,000.00 "
,,5,2.25,2530,8250,2,"$527,500.00 "
,,4,2.5,3290,6465,2,"$716,500.00 "
,,4,2.5,1890,5395,2,"$388,500.00 "
,,3,1.75,1680,7770,1,"$530,000.00 "
,,3,2.5,2170,4517,2,"$419,000.00 "
,,3,1.75,1200,7360,1,"$385,000.00 "
,,4,2.5,2990,5669,2,"$655,000.00 "
,,4,2.75,3770,10900,2,"$1,695,000.00 "
,,2,1,1020,47044,1,"$279,000.00 "
,,3,1.5,1700,9579,1,"$262,000.00 "
,,4,1,1550,4750,1.5,"$533,000.00 "
,,3,1.75,1680,8100,1,"$640,000.00 "
,,3,2.25,1680,35127,2,"$285,000.00 "
,,4,2.5,1910,10300,1,"$458,400.00 "
,,5,3.25,3160,10587,1,"$620,000.00 "
,,3,1.5,2020,11358,1,"$465,000.00 "
,,4,3.75,3210,7054,2,"$690,000.00 "
,,3,2.25,2350,51400,1,"$462,500.00 "
,,4,2.5,1910,10221,2,"$369,950.00 "
,,2,1,840,6480,1,"$124,500.00 "
,,4,2.25,2620,10920,1,"$950,000.00 "
,,4,1.5,1220,10580,1,"$418,000.00 "
,,3,1,1060,8000,1,"$160,000.00 "
,,4,2.5,2200,10800,1,"$457,000.00 "
,,2,1.75,2120,7680,1,"$530,000.00 "
,,3,1,1250,7300,1,"$385,000.00 "
,,3,1.75,1440,7800,1,"$491,000.00 "
,,4,2.25,1890,8034,1,"$521,000.00 "
,,3,1,1140,8528,1,"$255,000.00 "
,,5,3,2840,7199,1,"$292,050.00 "
,,6,3,1880,7200,1,"$326,000.00 "
,,2,1,750,5120,1,"$300,000.00 "
,,3,1.75,1630,7480,1,"$291,600.00 "
,,5,1.5,1720,12551,1,"$435,000.00 "
,,3,2.5,1600,1311,3,"$465,000.00 "
,,3,2.25,1230,7420,1.5,"$200,000.00 "
,,3,1.5,1610,6132,1,"$238,000.00 "
,,4,2.5,1320,7000,1,"$455,000.00 "
,,6,3,2180,7220,2,"$230,000.00 "
,,4,2.25,2190,4104,2,"$808,000.00 "
,,3,1,1490,5700,1.5,"$578,500.00 "
,,3,2,1463,868,3,"$390,000.00 "
,,3,2.5,1800,3933,2,"$517,500.00 "
,,4,2.75,2880,4000,1.5,"$755,000.00 "
,,3,1.75,1250,4120,1,"$579,500.00 "
,,3,2.75,1670,1350,3,"$649,950.00 "
,,4,1.75,2000,6120,1,"$228,000.00 "
,,4,1.75,2280,3680,1.5,"$665,000.00 "
,,4,2.5,2110,6069,2,"$689,000.00 "
,,4,2.5,2520,11240,1,"$560,000.00 "
,,3,1,1590,6420,1,"$529,000.00 "
,,5,2.5,2100,14858,1,"$375,000.00 "
,,4,2.75,2090,9240,1,"$325,000.00 "
,,4,2.5,3390,10519,2,"$583,000.00 "
,,2,1,790,9784,1,"$330,000.00 "
,,3,2.5,1970,8727,2,"$262,000.00 "
,,4,2.5,2870,6776,2,"$555,000.00 "
,,2,1,1110,6000,1,"$585,000.00 "
,,3,2.75,1940,3088,2,"$425,590.00 "
,,2,1,720,4840,1,"$235,000.00 "
,,2,1,710,4000,1,"$362,362.00 "
,,3,2,1370,7500,1,"$252,000.00 "
,,4,2.5,2690,9551,2,"$439,000.00 "
,,4,2.25,3360,10810,2,"$465,000.00 "
,,4,2,1500,7854,1.5,"$249,900.00 "
,,2,2.5,2600,5000,1,"$665,000.00 "
,,3,1.75,1160,8774,1,"$370,000.00 "
,,2,1,1430,3000,1.5,"$620,000.00 "
,,3,1,1870,7671,1,"$375,000.00 "
,,4,2,2560,9390,1,"$552,625.00 "
,,3,1,1160,10500,1,"$315,500.00 "
,,2,1.75,1680,8187,1,"$620,000.00 "
,,4,2.5,2010,9075,1,"$510,000.00 "
,,4,2.5,2540,38677,2,"$652,500.00 "
,,4,2.5,3240,22795,2,"$574,000.00 "
,,3,2.5,2670,12806,2,"$430,000.00 "
,,3,2,1080,7236,1,"$390,000.00 "
,,3,1,1430,3840,1,"$466,500.00 "
,,2,2.25,1290,2436,2,"$315,000.00 "
,,4,1.5,1240,9600,1,"$220,000.00 "
,,3,1.75,1840,17286,1,"$325,000.00 "
,,3,1,1120,8443,1,"$365,000.00 "
,,3,3.5,2100,12384,2,"$356,000.00 "
,,4,1.75,2030,12518,1,"$380,000.00 "
,,4,2.25,2030,8764,2,"$579,000.00 "
,,2,1,890,5000,1,"$682,000.00 "
,,3,1.75,1750,12325,1,"$499,000.00 "
,,3,1,1300,5880,1,"$333,760.00 "
,,4,2.5,2650,18903,2,"$745,000.00 "
,,3,1.75,1750,10870,1,"$380,000.00 "
,,3,3,1440,1350,3.5,"$435,000.00 "
,,3,2.75,1700,3264,1,"$520,000.00 "
,,4,2.5,3920,41206,2,"$965,000.00 "
,,3,2.25,1470,16728,1,"$270,000.00 "
,,5,2.75,2520,4643,1.5,"$1,100,000.00 "
,,3,1.75,2140,13286,1,"$577,500.00 "
,,3,1.75,1550,5000,1,"$650,000.00 "
,,4,2.5,3180,10319,2,"$1,227,500.00 "
,,5,4.25,6510,16471,2,"$1,900,000.00 "
,,2,2,1440,3720,1.5,"$475,000.00 "
,,3,1,1150,10132,1,"$200,000.00 "
,,4,2.5,2320,11717,2,"$397,000.00 "
,,3,2,1230,8450,1,"$383,610.00 "
,,4,2.5,2060,5742,2,"$275,000.00 "
,,3,2,2783,11177,2,"$840,000.00 "
,,4,2.5,2140,7350,2,"$365,000.00 "
,,3,2.75,1420,955,2,"$362,000.00 "
,,3,1.75,2090,6258,1,"$350,000.00 "
,,2,1.75,1320,13052,1.5,"$200,000.00 "
,,4,2.5,2300,8100,1,"$299,000.00 "
,,4,1.5,3050,82764,1,"$555,000.00 "
,,3,2.25,2960,8330,1,"$1,326,000.00 "
,,5,2.75,2520,16100,1,"$896,000.00 "
,,2,1.75,1740,7290,1,"$550,000.00 "
,,2,1,1300,6617,1,"$324,500.00 "
,,3,1,1170,7350,1,"$312,500.00 "
,,4,3.25,1946,17786,2,"$485,000.00 "
,,2,1,1250,5413,1,"$511,000.00 "
,,2,1.5,1230,1561,2,"$139,500.00 "
,,4,2.5,2180,7203,2,"$464,000.00 "
,,3,1.75,1740,8800,1,"$255,000.00 "
,,4,2.5,3830,4644,2,"$679,975.00 "
,,3,2,2250,14274,1,"$624,800.00 "
,,3,2.75,2590,223027,2,"$920,000.00 "
,,3,2.5,2090,6000,1.5,"$1,365,000.00 "
,,3,1.5,2400,10275,1,"$510,000.00 "
,,4,2.25,2260,7200,2,"$289,659.00 "
,,4,2.5,2910,6250,2,"$585,000.00 "
,,5,3,3640,6930,2,"$555,000.00 "
,,4,2.75,3770,24897,2,"$940,000.00 "
,,3,2,1600,7350,1,"$460,000.00 "
,,3,2.5,2110,7434,2,"$319,000.00 "
,,3,2.5,1720,1916,2,"$280,000.00 "
,,3,1,1100,7470,1,"$250,000.00 "
,,4,2.5,2620,8312,2,"$749,950.00 "
,,5,2.5,3090,23265,1,"$458,000.00 "
,,3,2.5,1890,4808,2,"$465,000.00 "
,,3,1.75,1850,2797,1,"$580,000.00 "
,,4,2.5,3100,36562,2,"$700,000.00 "
,,4,2.5,2506,7206,2,"$350,000.00 "
,,4,1,1700,7689,1,"$456,000.00 "
,,3,2,1550,18958,1.5,"$290,000.00 "
,,4,2.75,2200,16288,1,"$475,000.00 "
,,3,2.5,1890,3629,2,"$285,000.00 "
,,3,1,1140,6400,1,"$309,000.00 "
,,4,2,3740,32417,2,"$860,000.00 "
,,3,2.25,1940,6500,1,"$219,000.00 "
,,3,2.5,2130,7199,2,"$546,500.00 "
,,2,1,1470,5566,1,"$338,000.00 "
,,2,1,1070,8130,1,"$505,000.00 "
,,4,1.75,1680,15084,1,"$340,000.00 "
,,3,2.25,2730,10675,2,"$678,000.00 "
,,3,1.75,1890,10292,1,"$800,000.00 "
,,1,1,1080,3230,1,"$112,000.00 "
,,3,1.75,1440,16819,1.5,"$252,000.00 "
,,4,2.75,2540,7210,1,"$335,000.00 "
,,3,2,2300,13418,1,"$610,000.00 "
,,3,2,1690,6790,1,"$245,000.00 "
,,3,1.75,1800,16026,1,"$493,500.00 "
,,4,2.25,1770,8505,2,"$596,500.00 "
,,3,2,1190,4072,1.5,"$245,000.00 "
,,3,1.75,1320,7200,1,"$333,500.00 "
,,3,1,1290,8974,1,"$373,000.00 "
,,4,2.5,3000,5639,2,"$759,900.00 "
,,3,2.25,1358,1204,3,"$317,000.00 "
,,3,1.5,1220,4080,1.5,"$670,000.00 "
,,2,2.5,2720,26761,2,"$985,000.00 "
,,3,1.5,1060,6954,1,"$310,000.00 "
,,4,2.5,3020,13122,2,"$750,000.00 "
,,3,2,1640,3440,2,"$408,000.00 "
,,5,3.75,3870,8225,2,"$900,000.00 "
,,4,2.25,2860,15054,1,"$460,000.00 "
,,4,2.5,1740,6000,1,"$339,000.00 "
,,3,2,1140,6000,1,"$660,000.00 "
,,4,3,3290,10783,2,"$449,950.00 "
,,3,1,1210,6000,1,"$235,000.00 "
,,5,2.25,3320,13138,1,"$769,000.00 "
,,2,2,1350,3900,1,"$428,000.00 "
,,3,2.25,1990,7340,2,"$445,000.00 "
,,4,2.5,2060,6958,1,"$462,000.00 "
,,3,1,1460,6198,1.5,"$775,000.00 "
,,4,1.75,2250,10108,1,"$605,000.00 "
,,2,1,950,15996,1,"$193,500.00 "
,,4,2.5,3140,8060,2,"$389,950.00 "
,,4,3.5,3560,6098,2,"$790,000.00 "
,,2,1,1410,5000,1,"$442,000.00 "
,,4,2.25,2770,13500,2,"$890,000.00 "
,,3,1,1864,6978,1,"$235,000.00 "
,,4,1.75,1930,6720,1,"$495,000.00 "
,,4,2.5,3870,50965,2,"$600,000.00 "
,,3,2,2020,5500,1.5,"$1,400,000.00 "
,,3,2,1300,8400,1,"$251,000.00 "
,,4,2.25,3410,57063,2,"$471,000.00 "
,,4,2.5,2370,41338,2,"$597,000.00 "
,,5,3.5,2770,9305,2,"$804,000.00 "
,,3,1.75,1250,17493,1,"$357,000.00 "
,,3,2.5,1690,1689,2,"$419,990.00 "
,,4,2.5,3040,35201,2,"$725,000.00 "
,,3,2.5,2710,5733,2,"$275,000.00 "
,,3,2.25,1190,13630,1,"$445,000.00 "
,,3,2.5,2300,27566,2,"$510,000.00 "
,,4,1,1360,13372,1,"$330,000.00 "
,,3,1,1500,5605,1,"$270,000.00 "
,,4,2,1610,4770,1,"$495,000.00 "
,,4,1.75,1420,10300,2,"$225,000.00 "
,,3,1.5,1750,5400,1,"$716,528.00 "
,,3,2.5,1510,6095,2,"$260,000.00 "
,,4,2.5,2330,9928,2,"$471,000.00 "
,,5,3.5,2690,4800,2,"$690,000.00 "
,,5,1.5,1700,7200,1.5,"$548,000.00 "
,,3,1,1020,5410,1,"$505,000.00 "
,,3,1,1160,11799,1,"$325,000.00 "
,,4,2.25,2450,34092,2,"$682,000.00 "
,,3,2.25,2010,10760,2,"$605,000.00 "
,,2,1.75,1370,4495,1,"$276,200.00 "
,,3,1,1370,4040,1.5,"$530,000.00 "
,,3,3,1990,9600,1,"$245,000.00 "
,,4,2.5,2790,45902,2,"$654,950.00 "
,,2,1,780,6727,1,"$221,900.00 "
,,4,2,2240,4508,1,"$466,000.00 "
,,3,2,2210,6387,1,"$383,150.00 "
,,4,1,1390,4240,1,"$657,100.00 "
,,3,2,1800,43995,2,"$539,000.00 "
,,6,3,3320,15600,1,"$400,000.00 "
,,4,2.5,1960,11600,1,"$215,000.00 "
,,2,1,850,2850,1,"$489,000.00 "
,,4,2.5,2980,12764,2,"$649,000.00 "
,,4,1.75,1980,10800,1,"$700,000.00 "
,,2,1,790,8424,1,"$268,500.00 "
,,3,2.5,1800,5001,2,"$515,000.00 "
,,4,2,2260,10800,1,"$685,000.00 "
,,2,1.5,800,2142,2,"$305,000.00 "
,,4,2,2490,4600,1.5,"$950,000.00 "
,,4,2.5,1610,4568,2,"$292,500.00 "
,,4,1.75,1850,7730,1,"$270,000.00 "
,,4,1.75,1850,7730,1,"$450,000.00 "
,,4,1,1920,6480,1.5,"$535,000.00 "
,,3,2.5,1740,3082,2,"$550,000.00 "
,,3,2.25,1430,2003,2,"$457,500.00 "
,,3,1.5,1420,8580,1,"$136,500.00 "
,,3,1.5,1420,8580,1,"$224,097.00 "
,,3,2.5,1560,10608,2,"$254,000.00 "
,,4,2.25,2030,13500,1,"$335,000.00 "
,,5,2.5,3280,6553,2,"$594,950.00 "
,,3,1.75,1360,18123,1,"$350,000.00 "
,,3,1,1180,9832,1,"$169,950.00 "
,,3,2.5,1940,10800,1,"$432,500.00 "
,,2,1.75,1300,4000,2,"$440,000.00 "
,,3,2.25,1650,3788,2,"$233,703.00 "
,,3,1.5,1140,3292,2,"$310,000.00 "
,,3,2.5,2540,6762,2,"$735,000.00 "
,,4,2.75,3440,8150,2,"$730,000.00 "
,,3,1.75,1800,9000,1,"$257,000.00 "
,,2,2.25,1260,1240,3,"$485,000.00 "
,,4,2.25,2370,6000,1,"$899,000.00 "
,,3,1,1520,8055,1.5,"$279,000.00 "
,,4,2,1750,7245,1,"$225,000.00 "
,,3,1.5,2680,4775,2,"$1,355,000.00 "
,,3,2.5,1590,4242,2,"$355,000.00 "
,,4,1.75,1560,8700,1,"$382,500.00 "
,,3,2.5,2000,9669,2,"$324,360.00 "
,,3,1.75,2380,10450,1.5,"$315,000.00 "
,,2,1,2230,11472,2,"$426,000.00 "
,,5,2.5,2820,6305,2,"$395,000.00 "
,,3,1,1570,9650,1.5,"$212,644.00 "
,,3,3,1845,5100,2,"$510,000.00 "
,,2,1,830,9000,1,"$85,000.00 "
,,2,1,830,9000,1,"$235,000.00 "
,,4,2.5,2030,5754,2,"$295,000.00 "
,,3,2.5,1430,2200,1.5,"$720,001.00 "
,,3,1,1510,6083,1,"$313,950.00 "
,,3,1,1510,6083,1,"$415,000.00 "
,,3,1.75,1610,12247,1,"$305,000.00 "
,,3,1.5,1600,4128,1.5,"$625,000.00 "
,,3,1,1420,11040,1,"$490,000.00 "
,,3,2,1660,8641,2,"$269,950.00 "
,,5,4,4230,27295,2,"$2,700,000.00 "
,,4,3,3310,4500,2.5,"$829,000.00 "
,,4,2.5,2470,77550,1,"$635,000.00 "
,,3,1,1040,9750,1,"$217,500.00 "
,,4,1.75,1850,7350,1,"$270,000.00 "
,,3,3,4610,8400,2,"$1,245,000.00 "
,,4,2.5,2480,5100,2,"$480,000.00 "
,,3,1.75,2130,6500,1,"$575,000.00 "
,,4,2.75,2350,5589,2,"$426,950.00 "
,,3,1,920,7314,1,"$125,000.00 "
,,3,1,920,7314,1,"$208,000.00 "
,,4,2,1780,10622,1,"$325,000.00 "
,,7,4,2690,10880,1,"$597,157.00 "
,,4,2.5,3010,3120,2.5,"$728,725.00 "
,,5,2,3180,10800,1,"$708,000.00 "
,,4,3,4120,14021,2,"$1,300,000.00 "
,,3,1,1280,11625,1,"$405,000.00 "
,,4,2.75,1690,6090,1.5,"$550,000.00 "
,,4,2.5,2320,5375,2,"$451,000.00 "
,,5,3.75,3090,7415,2,"$540,500.00 "
,,5,3.5,5050,16500,2,"$1,025,000.00 "
,,4,1,1640,10455,1,"$218,000.00 "
,,4,2.25,2170,7007,1,"$562,000.00 "
,,4,2.5,3140,94525,2,"$401,500.00 "
,,2,1,1090,9994,1,"$196,700.00 "
,,3,1.75,1930,10183,1,"$583,000.00 "
,,5,2.5,2100,17825,1,"$309,900.00 "
,,4,3,3110,18843,2,"$485,000.00 "
,,3,1,930,3348,1,"$465,000.00 "
,,4,2.25,2050,8372,2,"$595,000.00 "
,,3,1,1160,7560,1,"$254,000.00 "
,,3,2.75,1820,9490,2,"$488,500.00 "
,,4,2.5,2110,8990,2,"$260,000.00 "
,,2,1,870,8487,1,"$166,000.00 "
,,2,1.5,1080,6760,1,"$440,000.00 "
,,3,2,1260,7560,2,"$375,000.00 "
,,2,1,900,4800,1,"$529,500.00 "
,,2,1,750,6439,1,"$338,000.00 "
,,3,2.25,1800,15903,1,"$335,620.00 "
,,4,2.25,2220,15232,1,"$464,000.00 "
,,2,1,1390,7740,1,"$354,000.00 "
,,4,3.5,2160,3600,2,"$601,000.00 "
,,3,2.25,1840,9040,1,"$285,000.00 "
,,2,2,1690,4200,2,"$462,500.00 "
,,4,2.5,2650,10459,2,"$350,000.00 "
,,4,1,1120,3844,1,"$329,000.00 "
,,4,2.5,2500,11983,1,"$312,500.00 "
,,4,2.5,2220,5338,2,"$370,000.00 "
,,3,1.75,1260,12750,1,"$399,900.00 "
,,3,1,1480,6550,1.5,"$398,000.00 "
,,2,1.5,930,7400,1,"$550,500.00 "
,,3,2.75,2780,7200,1.5,"$709,000.00 "
,,5,2.75,2770,7620,1,"$402,000.00 "
,,3,1.5,1530,23660,1,"$450,000.00 "
,,3,2.25,2140,6720,1,"$524,000.00 "
,,4,2.75,4600,322188,1,"$800,000.00 "
,,4,1,1760,8906,1,"$185,000.00 "
,,4,1,1760,8906,1,"$365,000.00 "
,,4,2.5,3110,11422,2,"$925,000.00 "
,,3,1.75,2260,11781,1,"$714,000.00 "
,,3,2,1460,9759,1,"$495,000.00 "
,,3,2.25,2050,6648,1,"$535,000.00 "
,,4,2.5,2340,10800,1,"$880,000.00 "
,,3,1.5,1230,8056,1,"$150,000.00 "
,,3,2.25,1880,6565,1,"$554,500.00 "
,,3,1.75,1280,3880,1.5,"$520,000.00 "
,,4,2.75,3660,5637,2,"$839,990.00 "
,,3,2.5,1650,5683,2,"$500,000.00 "
,,2,1,1960,186872,1.5,"$305,000.00 "
,,3,2.5,1580,2170,2,"$247,800.00 "
,,4,2.5,2490,5812,2,"$344,200.00 "
,,4,2.5,2000,6107,2,"$459,950.00 "
,,4,1.75,1550,9899,1,"$229,900.00 "
,,4,2.25,2820,9602,1,"$750,000.00 "
,,4,2.5,2600,9355,1,"$509,000.00 "
,,4,1,2200,12137,1,"$680,000.00 "
,,5,2.5,2500,7200,1,"$661,500.00 "
,,2,1,1270,1399,3,"$370,000.00 "
,,4,2.75,2900,17400,1,"$785,000.00 "
,,2,1,840,6720,1,"$355,000.00 "
,,4,2,1940,6350,1,"$446,000.00 "
,,5,3.5,3490,21780,2,"$830,000.00 "
,,3,2.5,1940,8347,2,"$324,000.00 "
,,4,2.25,2490,23478,2,"$500,000.00 "
,,3,1,1390,9112,1,"$745,000.00 "
,,4,2.5,3940,4407,2,"$1,197,000.00 "
,,2,2.5,1760,3710,1,"$385,000.00 "
,,3,2.25,2560,8040,1,"$565,000.00 "
,,4,2.5,2300,7314,1,"$465,000.00 "
,,3,3.25,1770,1977,3,"$401,000.00 "
,,3,1.75,2310,11200,1,"$385,000.00 "
,,3,2.5,2310,4930,2,"$395,000.00 "
,,5,1.5,2000,8100,1.5,"$245,000.00 "
,,3,2,1540,3600,1,"$500,000.00 "
,,5,1.75,2590,6720,1,"$334,000.00 "
,,3,1,980,10960,1,"$550,000.00 "
,,3,1,1730,7950,1,"$216,000.00 "
,,3,2.5,3070,5871,3,"$340,500.00 "
,,4,2.25,2100,12738,2,"$375,000.00 "
,,3,2.75,2080,16740,1,"$600,000.00 "
,,4,1.75,1890,8000,1,"$375,000.00 "
,,4,1.75,2000,4000,1.5,"$536,500.00 "
,,3,3,3030,35123,2,"$599,900.00 "
,,2,1.5,1110,3600,1,"$750,000.00 "
,,3,1,1650,10075,1,"$355,000.00 "
,,3,2,1410,6413,1,"$590,000.00 "
,,2,1,2140,6000,1,"$680,000.00 "
,,3,2.5,1860,11122,2,"$429,000.00 "
,,2,1,1170,4080,1,"$581,000.00 "
,,3,1.5,980,7770,1,"$463,800.00 "
,,5,5.5,7400,18898,2,"$2,983,000.00 "
,,5,1.75,1650,3000,1.5,"$443,000.00 "
,,3,2.5,1480,7210,1,"$276,200.00 "
,,5,3.5,4060,8309,2,"$630,000.00 "
,,3,1.75,1370,3300,2,"$570,000.00 "
,,4,2.25,2480,6000,2,"$979,700.00 "
,,4,2.5,2030,4080,1.5,"$730,000.00 "
,,5,2.25,2200,9600,1,"$268,450.00 "
,,3,1.75,1770,7508,1,"$490,000.00 "
,,3,2.5,2550,6240,1,"$808,000.00 "
,,3,1,1250,9786,1,"$350,000.00 "
,,4,1.75,2390,5880,1,"$695,000.00 "
,,4,2.5,5730,44947,2,"$1,228,000.00 "
,,1,1,1120,11800,1.5,"$309,950.00 "
,,3,1,1270,8508,1,"$134,000.00 "
,,4,2.5,2390,9638,2,"$645,500.00 "
,,3,2,1760,5488,1.5,"$750,000.00 "
,,3,2.5,2560,3600,2,"$1,399,000.00 "
,,4,1.75,1820,7700,1,"$344,900.00 "
,,2,3.25,1840,1500,3,"$601,450.00 "
,,4,2,1810,4400,2,"$575,000.00 "
,,3,1.75,2470,9620,1,"$405,000.00 "
,,4,2.75,2520,14021,2,"$518,000.00 "
,,2,1,1600,7936,1,"$265,000.00 "
,,3,1,1280,4875,1,"$180,000.00 "
,,3,2.5,1590,9736,2,"$285,000.00 "
,,3,2.75,2000,7200,1,"$433,000.00 "
,,3,1.75,1780,11440,1,"$399,000.00 "
,,3,2.5,1700,7210,2,"$565,000.00 "
,,3,1.5,1970,10080,1,"$406,500.00 "
,,4,1.75,1940,11500,1,"$420,000.00 "
,,4,3.5,3290,5559,1.5,"$965,000.00 "
,,4,3.5,3500,9523,2,"$1,375,000.00 "
,,5,2.25,3260,7969,2,"$353,950.00 "
,,5,3.25,4230,10260,2,"$847,700.00 "
,,5,1,1590,6700,1.5,"$185,000.00 "
,,2,1.5,1010,6000,1,"$269,000.00 "
,,3,1.75,1820,8400,1,"$422,800.00 "
,,2,1,870,7500,1,"$379,950.00 "
,,3,2,1620,7800,1,"$525,000.00 "
,,4,3.5,3980,209523,2,"$810,000.00 "
,,4,1,1630,8400,1,"$209,950.00 "
,,3,2,1230,1613,2,"$439,950.00 "
,,4,2,3510,12905,1,"$554,820.00 "
,,4,2.5,2160,4500,2,"$359,000.00 "
,,3,1,1020,5870,1,"$242,500.00 "
,,3,1.75,1590,9417,1,"$330,000.00 "
,,3,2.25,3440,44374,2,"$740,000.00 "
,,5,1,3020,4800,2,"$630,000.00 "
,,3,1.75,2280,7800,1,"$750,000.00 "
,,4,2.5,2790,6540,2,"$695,000.00 "
,,2,0.5,580,6900,1,"$109,000.00 "
,,3,1.5,2030,10075,1,"$389,000.00 "
,,2,1,850,2700,1,"$447,000.00 "
,,3,2,2480,13310,1,"$1,200,000.00 "
,,3,1.75,1010,12000,1,"$315,000.00 "
,,3,2.5,2420,8244,2,"$640,000.00 "
,,3,2.25,2180,9246,2,"$570,000.00 "
,,3,2.75,1830,208216,2,"$495,000.00 "
,,5,2.75,2040,7488,1,"$449,500.00 "
,,4,2.75,2640,5000,2,"$1,084,500.00 "
,,2,1,1060,7868,1,"$294,950.00 "
,,3,1,1640,13939,1,"$170,500.00 "
,,4,1,1190,7620,1.5,"$312,000.00 "
,,3,2.5,2180,15484,1,"$350,000.00 "
,,4,2.5,2120,8448,2,"$690,000.00 "
,,4,2.5,2210,9427,2,"$375,000.00 "
,,4,2.5,2510,47044,2,"$575,000.00 "
,,4,2.25,2500,8500,1,"$646,000.00 "
,,3,2.5,1560,4800,2,"$239,950.00 "
,,5,2.5,2510,7525,1.5,"$400,000.00 "
,,4,1.75,3060,94089,1,"$455,000.00 "
,,3,2,1310,8069,1,"$240,000.00 "
,,4,4,4260,11765,2,"$3,400,000.00 "
,,3,2,2500,4080,1.5,"$695,000.00 "
,,2,1,670,6720,1,"$304,950.00 "
,,3,1.75,1840,2310,1,"$650,000.00 "
,,3,1.75,1480,2211,2,"$402,500.00 "
,,3,2.5,2420,7307,2,"$482,000.00 "
,,3,2,1820,4480,1,"$655,000.00 "
,,5,2.75,1940,5000,2,"$577,000.00 "
,,3,2.5,1630,5996,2,"$350,000.00 "
,,4,2.25,2520,8000,1,"$415,000.00 "
,,4,2.5,2120,215186,2,"$396,400.00 "
